,ts_code_x,trade_date,open,high,low,close,pre_close,change,pct_change,vol,amount,ts_code_y,adj_factor
0,300711.SZ,20171101,10.02,12.02,10.02,12.02,8.35,3.67,43.95,58.15,69.596,300711.SZ,1.0
1,300711.SZ,20171102,13.22,13.22,13.22,13.22,12.02,1.2,9.98,35.0,46.27,300711.SZ,1.0
2,300711.SZ,20171103,14.54,14.54,14.54,14.54,13.22,1.32,9.98,57.47,83.561,300711.SZ,1.0
3,300711.SZ,20171106,15.99,15.99,15.99,15.99,14.54,1.45,9.97,29.0,46.371,300711.SZ,1.0
4,300711.SZ,20171107,17.59,17.59,17.59,17.59,15.99,1.6,10.01,11.0,19.349,300711.SZ,1.0
5,300711.SZ,20171108,19.35,19.35,19.35,19.35,17.59,1.76,10.01,48.15,93.17,300711.SZ,1.0
6,300711.SZ,20171109,21.29,21.29,21.29,21.29,19.35,1.94,10.03,82.0,174.578,300711.SZ,1.0
7,300711.SZ,20171110,23.42,23.42,23.42,23.42,21.29,2.13,10.0,88.77,207.899,300711.SZ,1.0
8,300711.SZ,20171113,25.76,25.76,25.76,25.76,23.42,2.34,9.99,391.62,1008.813,300711.SZ,1.0
9,300711.SZ,20171114,28.34,28.34,28.34,28.34,25.76,2.58,10.02,777.92,2204.625,300711.SZ,1.0
10,300711.SZ,20171115,31.17,31.17,31.17,31.17,28.34,2.83,9.99,1247.78,3889.33,300711.SZ,1.0
11,300711.SZ,20171116,34.29,34.29,34.29,34.29,31.17,3.12,10.01,1238.54,4246.953,300711.SZ,1.0
12,300711.SZ,20171117,37.72,37.72,30.87,35.7,34.29,1.41,4.11,221182.61,786048.318,300711.SZ,1.0
13,300711.SZ,20171120,33.53,35.68,32.13,32.76,35.7,-2.94,-8.24,150702.09,506605.02,300711.SZ,1.0
14,300711.SZ,20171121,31.01,32.75,29.48,29.93,32.76,-2.83,-8.64,147002.82,447925.574,300711.SZ,1.0
15,300711.SZ,20171122,30.0,32.92,29.16,31.6,29.93,1.67,5.58,162503.1,511326.237,300711.SZ,1.0
16,300711.SZ,20171123,30.0,30.29,28.44,28.44,31.6,-3.16,-10.0,123160.77,361437.816,300711.SZ,1.0
17,300711.SZ,20171124,27.94,29.44,26.76,27.0,28.44,-1.44,-5.06,89257.62,251108.605,300711.SZ,1.0
18,300711.SZ,20171127,26.48,27.3,25.66,25.95,27.0,-1.05,-3.89,70957.55,187482.442,300711.SZ,1.0
19,300711.SZ,20171128,26.18,27.5,26.11,26.8,25.95,0.85,3.28,67297.01,180058.049,300711.SZ,1.0
20,300711.SZ,20171129,26.22,26.47,25.02,25.96,26.8,-0.84,-3.13,76565.47,196957.263,300711.SZ,1.0
21,300711.SZ,20171130,26.02,27.3,25.85,26.69,25.96,0.73,2.81,81482.91,218107.492,300711.SZ,1.0
22,300711.SZ,20171201,26.4,26.55,25.49,26.28,26.69,-0.41,-1.54,57291.82,149574.029,300711.SZ,1.0
23,300711.SZ,20171204,25.62,25.86,23.65,23.65,26.28,-2.63,-10.01,71648.81,173799.26,300711.SZ,1.0
24,300711.SZ,20171205,23.1,23.96,21.92,22.3,23.65,-1.35,-5.71,60093.65,136348.415,300711.SZ,1.0
25,300711.SZ,20171206,22.39,23.15,22.16,23.01,22.3,0.71,3.18,51307.04,116153.056,300711.SZ,1.0
26,300711.SZ,20171207,22.85,24.28,22.2,23.61,23.01,0.6,2.61,78914.36,184524.593,300711.SZ,1.0
27,300711.SZ,20171208,23.23,25.97,23.18,25.97,23.61,2.36,10.0,111063.22,277557.459,300711.SZ,1.0
28,300711.SZ,20171211,26.0,26.77,25.21,26.47,25.97,0.5,1.93,126664.99,331314.388,300711.SZ,1.0
29,300711.SZ,20171212,25.97,26.45,25.12,25.3,26.47,-1.17,-4.42,62943.08,161263.11,300711.SZ,1.0
30,300711.SZ,20171213,25.0,26.29,24.9,25.7,25.3,0.4,1.58,69727.72,179811.944,300711.SZ,1.0
31,300711.SZ,20171214,25.58,25.78,24.4,25.46,25.7,-0.24,-0.93,72594.75,182050.8,300711.SZ,1.0
32,300711.SZ,20171215,25.15,25.36,24.4,25.03,25.46,-0.43,-1.69,54292.08,135701.892,300711.SZ,1.0
33,300711.SZ,20171218,25.06,25.77,24.43,25.35,25.03,0.32,1.28,45338.86,113703.764,300711.SZ,1.0
34,300711.SZ,20171219,25.29,26.35,25.08,26.16,25.35,0.81,3.2,79357.76,205167.17,300711.SZ,1.0
35,300711.SZ,20171220,25.85,25.95,24.13,24.23,26.16,-1.93,-7.38,66780.8,167144.156,300711.SZ,1.0
36,300711.SZ,20171221,23.92,26.65,23.65,26.65,24.23,2.42,9.99,97430.76,249409.105,300711.SZ,1.0
37,300711.SZ,20171222,26.8,28.25,26.51,27.49,26.65,0.84,3.15,152910.26,417010.993,300711.SZ,1.0
38,300711.SZ,20171225,26.75,28.25,26.62,27.77,27.49,0.28,1.02,107392.02,295022.222,300711.SZ,1.0
39,300711.SZ,20171226,27.45,29.95,27.35,28.34,27.77,0.57,2.05,131015.71,377615.271,300711.SZ,1.0
40,300711.SZ,20171227,28.67,29.29,27.55,27.59,28.34,-0.75,-2.65,116017.33,330575.409,300711.SZ,1.0
