,ts_code_x,trade_date,open,high,low,close,pre_close,change,pct_change,vol,amount,ts_code_y,adj_factor
0,603580.SH,20170525,11.77,14.13,11.77,14.13,9.81,4.32,44.04,56.0,78.892,603580.SH,1.0
1,603580.SH,20170526,15.54,15.54,15.54,15.54,14.13,1.41,9.98,17.0,26.418,603580.SH,1.0
2,603580.SH,20170531,17.09,17.09,17.09,17.09,15.54,1.55,9.97,35.0,59.815,603580.SH,1.0
3,603580.SH,20170601,18.8,18.8,18.8,18.8,17.09,1.71,10.01,32.25,60.63,603580.SH,1.0
4,603580.SH,20170602,20.68,20.68,20.68,20.68,18.8,1.88,10.0,498.36,1030.608,603580.SH,1.0
5,603580.SH,20170605,22.75,22.75,22.75,22.75,20.68,2.07,10.01,266.0,605.15,603580.SH,1.0
6,603580.SH,20170606,25.03,25.03,25.03,25.03,22.75,2.28,10.02,296.0,740.888,603580.SH,1.0
7,603580.SH,20170607,27.53,27.53,27.53,27.53,25.03,2.5,9.99,454.0,1249.862,603580.SH,1.0
8,603580.SH,20170608,30.28,30.28,30.28,30.28,27.53,2.75,9.99,1223.0,3703.244,603580.SH,1.0
9,603580.SH,20170609,33.31,33.31,33.31,33.31,30.28,3.03,10.01,2292.0,7634.652,603580.SH,1.0
10,603580.SH,20170612,36.64,36.64,36.64,36.64,33.31,3.33,10.0,2719.0,9962.416,603580.SH,1.0
11,603580.SH,20170613,40.3,40.3,40.3,40.3,36.64,3.66,9.99,2625.0,10578.75,603580.SH,1.0
12,603580.SH,20170614,44.33,44.33,44.33,44.33,40.3,4.03,10.0,20083.93,89032.062,603580.SH,1.0
13,603580.SH,20170615,44.4,46.25,42.71,45.47,44.33,1.14,2.57,130532.96,584128.209,603580.SH,1.0
14,603580.SH,20170616,43.6,43.99,40.99,41.38,45.47,-4.09,-8.99,94330.03,398200.252,603580.SH,1.0
15,603580.SH,20170619,41.2,42.0,39.84,40.3,41.38,-1.08,-2.61,55313.85,224831.352,603580.SH,1.0
16,603580.SH,20170620,40.49,40.97,39.7,40.0,40.3,-0.3,-0.74,34833.0,140519.092,603580.SH,1.0
