,ts_code_x,trade_date,open,high,low,close,pre_close,change,pct_change,vol,amount,ts_code_y,adj_factor
0,603110.SH,20171013,15.65,18.78,15.65,18.78,13.04,5.74,44.02,136.42,254.945,603110.SH,1.0
1,603110.SH,20171016,20.66,20.66,20.66,20.66,18.78,1.88,10.01,59.94,123.836,603110.SH,1.0
2,603110.SH,20171017,22.73,22.73,22.73,22.73,20.66,2.07,10.02,30.0,68.19,603110.SH,1.0
3,603110.SH,20171018,25.0,25.0,25.0,25.0,22.73,2.27,9.99,87.47,218.675,603110.SH,1.0
4,603110.SH,20171019,27.5,27.5,27.5,27.5,25.0,2.5,10.0,156.0,429.0,603110.SH,1.0
5,603110.SH,20171020,30.25,30.25,30.25,30.25,27.5,2.75,10.0,365.0,1104.125,603110.SH,1.0
6,603110.SH,20171023,33.28,33.28,33.28,33.28,30.25,3.03,10.02,4011.94,13351.736,603110.SH,1.0
7,603110.SH,20171024,36.61,36.61,36.61,36.61,33.28,3.33,10.01,6026.48,22062.943,603110.SH,1.0
8,603110.SH,20171025,37.5,40.27,37.18,40.27,36.61,3.66,10.0,130315.98,512565.987,603110.SH,1.0
9,603110.SH,20171026,39.0,39.39,37.65,38.18,40.27,-2.09,-5.19,151781.63,583858.965,603110.SH,1.0
10,603110.SH,20171027,37.8,37.8,34.5,34.6,38.18,-3.58,-9.38,122102.82,436972.83,603110.SH,1.0
11,603110.SH,20171030,33.5,33.67,31.15,31.46,34.6,-3.14,-9.08,90763.68,292129.697,603110.SH,1.0
12,603110.SH,20171031,30.99,32.89,30.81,32.33,31.46,0.87,2.77,73047.95,234853.171,603110.SH,1.0
13,603110.SH,20171101,32.01,33.21,31.91,32.14,32.33,-0.19,-0.59,59341.25,192537.195,603110.SH,1.0
14,603110.SH,20171102,31.54,32.75,30.81,32.43,32.14,0.29,0.9,59093.02,188061.077,603110.SH,1.0
15,603110.SH,20171103,32.01,33.24,31.7,32.14,32.43,-0.29,-0.89,52844.93,171657.566,603110.SH,1.0
16,603110.SH,20171106,32.6,33.32,32.17,32.4,32.14,0.26,0.81,51306.55,167991.691,603110.SH,1.0
17,603110.SH,20171107,32.08,32.08,31.16,31.68,32.4,-0.72,-2.22,45933.36,144569.124,603110.SH,1.0
18,603110.SH,20171108,31.9,34.85,31.84,34.85,31.68,3.17,10.01,85208.22,288079.093,603110.SH,1.0
19,603110.SH,20171109,33.9,37.16,33.5,35.79,34.85,0.94,2.7,121402.01,423834.737,603110.SH,1.0
20,603110.SH,20171110,35.01,36.48,34.5,34.6,35.79,-1.19,-3.33,81204.85,287130.372,603110.SH,1.0
21,603110.SH,20171113,34.29,35.94,34.29,35.27,34.6,0.67,1.94,62745.96,221280.744,603110.SH,1.0
22,603110.SH,20171114,34.8,35.0,33.6,33.89,35.27,-1.38,-3.91,52573.43,179430.136,603110.SH,1.0
23,603110.SH,20171115,33.51,33.51,31.18,31.62,33.89,-2.27,-6.7,49111.92,157311.246,603110.SH,1.0
24,603110.SH,20171116,31.26,31.98,30.3,30.4,31.62,-1.22,-3.86,32657.73,102157.626,603110.SH,1.0
25,603110.SH,20171117,30.06,30.39,27.45,27.62,30.4,-2.78,-9.14,44325.44,127595.256,603110.SH,1.0
26,603110.SH,20171120,27.7,28.39,27.07,28.17,27.62,0.55,1.99,26664.8,74414.283,603110.SH,1.0
27,603110.SH,20171121,28.51,28.7,27.4,28.37,28.17,0.2,0.71,28038.62,78903.672,603110.SH,1.0
28,603110.SH,20171122,28.0,28.29,27.51,27.88,28.37,-0.49,-1.73,21148.75,59007.6,603110.SH,1.0
29,603110.SH,20171123,27.5,28.1,26.6,26.8,27.88,-1.08,-3.87,19580.19,53893.263,603110.SH,1.0
30,603110.SH,20171124,26.4,26.97,25.8,26.08,26.8,-0.72,-2.69,17858.98,47413.47,603110.SH,1.0
31,603110.SH,20171127,26.0,26.47,25.75,25.86,26.08,-0.22,-0.84,15323.79,39995.228,603110.SH,1.0
